KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number
K00759.02,CONFIRMED,Kepler-230 c,91.7732862,193.8378,2455026.838,0.606,6.473,652.0,0.024,1.60558,2.12,0.376,89.61,359.0,3.92,89.4,0.42100000000000004,0.252,0.0,0.0,5586.0,4.56,-0.3,0.7979999999999999,0.8440000000000001,6.946000000000001,14.679,19.1,2,11
K07400.01,CANDIDATE,,4.15736472,132.85855,2454965.859,0.226,2.217,200.7,0.013000000000000001,3.10422,1.09,0.047,89.09,931.0,178.03,14.16,0.49700000000000005,0.204,0.0,0.0,5183.0,4.558,-0.08,0.782,0.8059999999999999,3.332,8.59,11.2,1,256
K03060.01,CONFIRMED,Kepler-1421 b,6.9131732,138.4219,2454971.422,0.264,4.73,39.1,0.006,0.50615,0.91,0.076,88.6,1209.0,505.0,10.85,0.324,0.305,0.0,0.0,6296.0,4.21,0.07,1.444,1.2329999999999999,3.2489999999999997,10.035,12.5,1,156
K06084.01,FALSE POSITIVE,,3.2691766010000003,133.257825,2454966.258,2.195,2.7233,59095.0,1.485,2.3121099999999997,164.61,0.044000000000000004,78.42,1349.0,781.5700000000002,10.93,0.307,0.306,0.0,0.0,6372.0,4.453,-0.32,1.015,1.0659999999999998,94.96,838.712,515.5,1,163
K01420.01,CANDIDATE,,13.35151248,363.086742,2455196.087,0.573,3.6045,3308.8,0.054000000000000006,1.66677,4.44,0.1,88.69,585.0,27.77,25.04,0.627,0.10800000000000001,0.0,0.0,4843.0,4.562,0.04,0.754,0.755,15.302999999999999,94.20700000000001,107.9,1,81
K05854.01,CANDIDATE,,240.57135,239.50352999999998,2455072.504,0.457,11.164000000000001,921.5,0.027999999999999997,1.14121,2.93,0.762,89.83,302.0,1.96,151.7,0.307,0.306,0.0,0.0,6146.0,4.497,-0.26,0.943,1.02,14.674000000000001,28.413,36.9,1,5
K01439.01,CONFIRMED,Kepler-849 b,394.6249514,177.84534,2455010.845,0.336,24.108,2013.3,0.040999999999999995,0.22746999999999998,7.79,1.109,89.84,325.0,2.65,123.3,0.359,0.289,0.0,0.0,5910.0,4.03,0.14,1.7269999999999999,1.1640000000000001,43.208,77.07600000000001,234.6,1,4
K07402.01,FALSE POSITIVE,,0.678137665,132.13836899999998,2454965.1380000003,1.263,1.00718,885.0,0.295,0.30356,30.37,0.015,49.55,2274.0,6364.7,1.9469999999999998,0.284,0.303,0.0,0.0,6429.0,4.449,-0.82,0.9420000000000001,0.91,5.481,19.428,172.7,1,1970
K07403.01,FALSE POSITIVE,,2.069415479,132.645356,2454965.645,1.2409999999999999,5.71941,16188.3,0.406,0.04981,55.45,0.034,56.39,1768.0,2310.53,2.242,0.275,0.32,0.0,0.0,6640.0,4.343,-0.04,1.25,1.261,220.69099999999997,2859.2009999999996,1148.3,1,648
K02248.01,CANDIDATE,,2.81814715,132.25336000000001,2454965.253,0.305,1.7630000000000001,278.6,0.015,3.9538599999999997,1.3,0.036000000000000004,88.52,1059.0,298.2,11.84,0.509,0.196,0.0,0.0,5167.0,4.555,-0.04,0.787,0.812,4.232,18.685,16.5,4,472
K02248.03,CANDIDATE,,0.76196247,132.78371,2454965.784,0.322,1.2819999999999998,190.2,0.013000000000000001,2.78865,1.08,0.015,85.82,1638.0,1710.11,4.407,0.509,0.196,0.0,0.0,5167.0,4.555,-0.04,0.787,0.812,3.529,16.843,18.3,4,1643
K02248.04,CANDIDATE,,2.64622742,132.66343,2454965.663,0.478,1.4069999999999998,155.5,0.012,5.70552,0.99,0.035,87.87,1082.0,324.38,12.83,0.509,0.196,0.0,0.0,5167.0,4.555,-0.04,0.787,0.812,3.432,7.571000000000001,8.4,4,380
K01429.01,CANDIDATE,,205.912735,252.74129,2455085.741,0.196,9.992,2378.8,0.044000000000000004,1.8788,4.68,0.6779999999999999,89.93,298.0,1.85,161.5,0.41,0.26,0.0,0.0,5644.0,4.457,0.14,0.9690000000000001,0.981,19.985,45.571999999999996,49.4,1,6
K01440.01,CONFIRMED,Kepler-850 b,7.19304935,136.05065,2454969.051,0.017,3.407,255.3,0.015,1.60453,1.59,0.07400000000000001,89.94,995.0,232.36,16.37,0.315,0.303,0.0,0.0,6185.0,4.4719999999999995,-0.18,0.991,1.06,4.668,17.258,19.0,1,185
K08039.01,CANDIDATE,,43.9438891,144.143,2454977.143,0.523,5.26,154.8,0.012,1.6528599999999998,1.12,0.24100000000000002,89.46,505.0,15.41,55.3,0.33399999999999996,0.29600000000000004,0.0,0.0,6008.0,4.537,-0.32,0.875,0.961,2.964,7.962999999999999,9.7,1,32
K05855.01,CANDIDATE,,217.792748,210.6893,2455043.6890000002,0.9259999999999999,4.695,1487.0,0.044000000000000004,1.9949299999999999,6.15,0.7020000000000001,89.69,334.0,2.94,171.0,0.46399999999999997,0.22899999999999998,0.0,0.0,5600.0,4.209,0.16,1.2830000000000001,0.97,11.584000000000001,16.000999999999998,16.6,1,3
K04309.01,FALSE POSITIVE,,3.7948720999999996,134.40039,2454967.4,1.168,1.713,305.1,0.18600000000000003,0.06573,16.1,0.045,71.52,1083.0,325.63,3.68,0.324,0.298,0.0,0.0,5883.0,4.58,-0.5,0.7929999999999999,0.8809999999999999,3.3139999999999996,11.368,11.3,1,300
K01435.01,CONFIRMED,Kepler-300 c,40.715049799999996,146.56646999999998,2454979.566,0.638,8.587,563.9,0.023,0.27742,2.2,0.22899999999999998,88.74,516.0,16.76,29.0,0.33399999999999996,0.29600000000000004,0.0,0.0,5968.0,4.534,-0.26,0.8809999999999999,0.97,12.013,46.191,56.4,2,34
K01435.02,CONFIRMED,Kepler-300 b,10.44635944,133.27821,2454966.278,0.9670000000000001,2.7489999999999997,354.2,0.023,0.15972999999999998,2.18,0.09300000000000001,84.3,812.0,102.77,9.73,0.33399999999999996,0.29600000000000004,0.0,0.0,5968.0,4.534,-0.26,0.8809999999999999,0.97,5.412999999999999,28.359,34.4,2,127
K02580.01,CONFIRMED,Kepler-1281 b,3.11604194,133.84988,2454966.85,0.195,1.7763,345.2,0.017,4.67593,1.59,0.042,89.17,1123.0,375.55,13.389000000000001,0.46,0.22899999999999998,0.0,0.0,5591.0,4.559,0.07,0.86,0.977,3.335,16.305999999999997,18.8,1,418
K05856.01,CONFIRMED,Kepler-1638 b,259.34304,165.6794,2454998.679,0.447,16.04,349.7,0.017,0.40426999999999996,6.04,0.93,89.77,449.0,9.65,112.9,0.455,0.237,0.0,0.0,5490.0,3.6289999999999996,0.24,3.2039999999999997,1.5919999999999999,7.702999999999999,10.948,13.1,1,5
K01644.01,FALSE POSITIVE,,2.6217066940000002,131.88227,2454964.8819999998,1.2790000000000001,1.9409999999999998,4572.0,0.36,0.33657,34.68,0.034,75.07,1288.0,648.75,4.96,0.35600000000000004,0.28600000000000003,0.0,0.0,5749.0,4.436,-0.56,0.8809999999999999,0.772,24.078000000000003,192.83700000000002,24.3,1,158
K01444.01,CONFIRMED,Kepler-852 b,44.9306706,140.2077,2454973.208,0.48100000000000004,6.539,438.4,0.02,0.9855799999999999,2.49,0.265,89.42,565.0,24.17,47.2,0.381,0.28,0.0,0.0,6121.0,4.397,0.36,1.1640000000000001,1.2329999999999999,7.358,25.534000000000002,33.8,1,25
K00170.01,FALSE POSITIVE,,15.60865244,144.29934,2454977.299,0.985,6.26,311.4,0.023,0.011859999999999999,6.17,0.151,79.38,1419.0,958.55,5.35,0.258,0.309,0.0,0.0,8014.0,3.94,-0.14,2.43,1.874,7.4,35.826,46.9,1,72
K03327.01,FALSE POSITIVE,,15.60862948,144.30211,2454977.3019999997,1.171,6.6957,34356.0,0.435,0.2543,39.42,0.11900000000000001,85.48,648.0,41.71,14.85,0.442,0.24,0.0,0.0,5569.0,4.566,-0.08,0.8290000000000001,0.9279999999999999,97.061,531.087,186.0,1,58
K01645.01,FALSE POSITIVE,,41.16676097,158.917777,2454991.918,1.093,2.2133,5386.3,0.203,4.0399199999999995,17.82,0.212,89.12,446.0,9.35,71.26,0.49,0.207,0.0,0.0,5193.0,4.503,-0.18,0.805,0.753,52.488,198.554,185.2,1,26
K01646.01,CANDIDATE,,3.72020708,133.41683999999998,2454966.417,0.341,1.892,156.9,0.011000000000000001,4.00992,0.99,0.043,88.63,954.0,195.7,14.32,0.568,0.153,0.0,0.0,5017.0,4.516,-0.02,0.797,0.76,3.613,14.02,15.0,1,285
K00214.01,CONFIRMED,Kepler-424 b,3.311864148,131.7427761,2454964.7430000002,0.905,1.4049,5976.5,0.08900000000000001,2.25943,9.06,0.044000000000000004,85.26,1116.0,365.94,10.942,0.495,0.21100000000000002,0.0,0.0,5461.0,4.499,0.44,0.937,1.012,39.358000000000004,436.30699999999996,448.2,1,319
K05858.01,FALSE POSITIVE,,8.34410791,136.54528,2454969.545,0.546,1.6059999999999999,255.2,0.015,10.652439999999999,1.75,0.083,89.08,993.0,229.93,34.0,0.315,0.303,0.0,0.0,6321.0,4.434,-0.16,1.058,1.1079999999999999,3.347,9.138,9.9,1,130
K07404.01,CANDIDATE,,1.817079849,131.90509,2454964.905,0.276,0.889,204.6,0.013000000000000001,20.28431,1.39,0.03,88.96,1454.0,1056.39,15.24,0.419,0.256,0.0,0.0,5808.0,4.503,0.21,0.963,1.077,3.051,8.821,10.8,1,734
K02007.01,CONFIRMED,Kepler-1050 b,15.3789014,143.40628999999998,2454976.406,0.359,4.662,185.1,0.013000000000000001,1.08766,2.94,0.131,89.14,1039.0,275.53,23.87,0.413,0.26,0.0,0.0,5817.0,3.877,0.18,2.153,1.276,4.8389999999999995,18.762999999999998,17.6,2,90
K02007.02,CONFIRMED,Kepler-1050 c,21.1285655,149.27632,2454982.276,0.36,3.852,176.7,0.012,2.64147,2.88,0.162,89.48,935.0,180.55,39.6,0.413,0.26,0.0,0.0,5817.0,3.877,0.18,2.153,1.276,5.0,15.732999999999999,12.5,2,58
K02696.01,CANDIDATE,,96.4562198,214.74931,2455047.749,0.775,11.195,950.5,0.031,0.18220999999999998,9.1,0.49200000000000005,89.01,727.0,65.96,44.7,0.256,0.326,0.0,0.0,7029.0,3.806,-0.16,2.7039999999999997,1.704,14.38,39.719,54.6,2,11
K02696.02,CANDIDATE,,44.5643831,143.43526,2454976.435,0.851,7.874,360.5,0.02,0.13718,5.8,0.294,88.0,940.0,184.67,24.3,0.256,0.326,0.0,0.0,7029.0,3.806,-0.16,2.7039999999999997,1.704,6.45,21.775,27.0,2,24
K07405.01,FALSE POSITIVE,,8.04963472,138.65419350000002,2454971.654,0.6709999999999999,6.00488,279647.0,0.5920000000000001,0.9506100000000001,95.98,0.083,87.41,1247.0,571.1,14.822000000000001,0.271,0.318,0.0,0.0,6698.0,4.171,-0.38,1.485,1.197,2554.158,12314.378999999999,5246.5,1,0
K04852.01,CANDIDATE,,1.89873195,132.09278,2454965.0930000003,0.19699999999999998,1.382,78.0,0.008,5.89271,0.93,0.031,88.91,1524.0,1279.95,10.39,0.373,0.28300000000000003,0.0,0.0,5942.0,4.439,0.18,1.05,1.104,3.43,9.121,10.2,1,560
K07406.01,FALSE POSITIVE,,11.578946873,131.79777420000002,2454964.798,0.441,4.6373,299739.0,0.527,3.06419,58.32,0.095,89.1,869.0,134.91,27.9,0.324,0.298,0.0,0.0,6028.0,4.355,-0.56,1.014,0.8490000000000001,1565.586,8823.995,2456.3,1,0
K00537.01,CONFIRMED,Kepler-592 b,2.820190603,170.78770500000002,2455003.788,0.614,2.5540000000000003,467.5,0.021,0.78777,2.53,0.04,84.91,1367.0,824.92,6.92,0.419,0.256,0.0,0.0,5831.0,4.359,0.16,1.121,1.047,5.396,49.711000000000006,64.2,1,380
K02206.01,CANDIDATE,,1.834277283,132.85895,2454965.859,0.381,1.7499,286.5,0.016,2.43783,1.64,0.028999999999999998,87.12,1459.0,1068.36,7.57,0.40399999999999997,0.262,0.0,0.0,5751.0,4.458,-0.02,0.958,0.9620000000000001,3.262,19.764,24.8,1,471
K01889.01,CONFIRMED,Kepler-1001 b,14.30517579,135.06301000000002,2454968.063,0.924,4.535,863.4,0.033,0.12872,3.05,0.113,85.25,693.0,54.59,11.17,0.386,0.271,0.0,0.0,5741.0,4.555,-0.16,0.846,0.938,6.971,29.05,37.5,2,74
K01889.02,CANDIDATE,,9.18189122,132.40505,2454965.405,0.971,4.343,363.6,0.024,0.03383,2.17,0.084,79.49,804.0,98.61,5.32,0.386,0.271,0.0,0.0,5741.0,4.555,-0.16,0.846,0.938,4.999,13.234000000000002,18.2,2,116
K00345.01,CONFIRMED,Kepler-531 b,29.88487723,173.194404,2455006.194,0.6579999999999999,4.5612,1275.7,0.034,1.35029,2.81,0.16899999999999998,89.06,453.0,9.95,39.9,0.557,0.161,0.0,0.0,4883.0,4.5489999999999995,-0.08,0.7490000000000001,0.725,22.359,106.15799999999999,128.3,1,35
K02533.01,CONFIRMED,Kepler-1270 b,6.03355539,137.121,2454970.121,0.35,10.049,89.5,0.009000000000000001,0.04387,3.34,0.066,85.42,1598.0,1540.84,4.387,0.547,0.171,0.0,0.0,4924.0,3.3560000000000003,-0.08,3.588,1.0659999999999998,4.295,15.597000000000001,26.1,3,182
K01431.01,CANDIDATE,,345.15893539999996,318.307719,2455151.308,0.87,7.5646,5087.9,0.077,1.71206,7.79,0.975,89.77,241.0,0.8,220.9,0.478,0.21899999999999997,0.0,0.0,5597.0,4.515,0.28,0.9309999999999999,1.032,97.44200000000001,180.644,197.9,1,4
K02198.01,CONFIRMED,Kepler-1137 b,23.9210408,139.07872,2454972.079,0.9359999999999999,5.1739999999999995,158.3,0.013999999999999999,0.08734,3.01,0.187,86.12,1020.0,255.65,13.82,0.256,0.327,0.0,0.0,7121.0,4.031000000000001,-0.12,1.972,1.521,5.231,14.484000000000002,21.9,1,45
K00292.01,CONFIRMED,Kepler-97 b,2.586639524,171.842572,2455004.8430000003,0.349,2.253,217.7,0.013999999999999999,1.6590099999999999,1.44,0.036000000000000004,87.61,1328.0,735.48,8.37,0.386,0.271,0.0,0.0,5780.0,4.421,-0.2,0.966,0.899,6.162000000000001,57.05,77.3,1,411
K05862.01,FALSE POSITIVE,,0.699985822,131.840533,2454964.841,0.28,3.0263299999999997,389433.0,0.585,0.96481,46.27,0.013999999999999999,84.51,1653.0,1761.47,2.924,0.47700000000000004,0.217,0.0,0.0,5264.0,4.617,-0.3,0.7240000000000001,0.807,440.51199999999994,4187.339,626.9,1,1525
K04645.01,FALSE POSITIVE,,1.4725859,132.92731,2454965.9269999997,0.377,2.9530000000000003,84.4,0.009000000000000001,0.41521,0.93,0.026000000000000002,84.02,1662.0,1801.98,3.62,0.359,0.287,0.0,0.0,6077.0,4.471,-0.04,0.9990000000000001,1.077,3.813,11.24,13.3,1,732
K07407.01,FALSE POSITIVE,,1.47258471,132.92768999999998,2454965.9280000003,0.75,4.76885,224011.0,0.5579999999999999,0.34369,123.25,0.028999999999999998,77.27,2705.0,12617.53,3.403,0.237,0.33399999999999996,0.0,0.0,7360.0,4.008,-0.28,2.024,1.521,460.175,4280.222,741.5,1,470
K02759.01,CANDIDATE,,1.07808492,132.03683,2454965.037,0.287,0.8551,155.6,0.011000000000000001,13.35183,1.01,0.019,88.24,1417.0,951.61,9.36,0.5820000000000001,0.145,0.0,0.0,4906.0,4.511,0.18,0.8140000000000001,0.7829999999999999,3.4739999999999998,16.374000000000002,22.9,1,991
K02442.01,CONFIRMED,Kepler-386 c,25.1933989,146.4301,2454979.43,0.679,4.62,481.2,0.021,0.9584,1.95,0.156,88.78,513.0,16.34,31.8,0.5820000000000001,0.145,0.0,0.0,5009.0,4.4910000000000005,0.16,0.84,0.797,5.376,16.160999999999998,18.0,2,50
K02442.02,CONFIRMED,Kepler-386 b,12.3101351,141.8765,2454974.876,0.7829999999999999,3.7969999999999997,263.7,0.016,0.51981,1.51,0.09699999999999999,87.21,651.0,42.42,16.09,0.5820000000000001,0.145,0.0,0.0,5009.0,4.4910000000000005,0.16,0.84,0.797,3.697,10.42,12.9,2,104
K04287.01,CANDIDATE,,13.12297275,136.08882,2454969.089,0.885,2.234,43.7,0.006999999999999999,1.1098,1.29,0.115,87.65,1030.0,266.05,21.6,0.32,0.305,0.0,0.0,6134.0,4.065,0.02,1.665,1.173,2.9410000000000003,10.127,12.9,2,104
K04287.02,CANDIDATE,,9.6183111,138.3435,2454971.3430000003,0.447,4.215,25.0,0.005,0.7912600000000001,0.85,0.09300000000000001,88.37,1142.0,402.64,15.7,0.32,0.305,0.0,0.0,6134.0,4.065,0.02,1.665,1.173,3.1210000000000004,9.355,11.9,2,137
K03364.01,FALSE POSITIVE,,15.739765099999998,132.7942,2454965.794,0.077,3.2969999999999997,287.7,0.015,3.8415199999999996,1.18,0.11,89.88,536.0,19.54,36.92,0.619,0.114,0.0,0.0,4733.0,4.569,-0.06,0.723,0.706,3.0789999999999997,9.323,11.2,1,75
K00124.01,CONFIRMED,Kepler-110 b,12.69104387,137.12593999999999,2454970.126,0.008,3.7727,252.1,0.013999999999999999,2.08259,2.57,0.107,89.98,1008.0,244.3,26.076,0.382,0.27399999999999997,0.0,0.0,5869.0,4.024,-0.16,1.626,1.0190000000000001,7.566,47.6,60.2,2,108
K00124.02,CONFIRMED,Kepler-110 c,31.71981013,142.82083,2454975.821,0.125,4.819,363.4,0.017,2.4614,3.09,0.198,89.86,743.0,71.97,50.78,0.382,0.27399999999999997,0.0,0.0,5869.0,4.024,-0.16,1.626,1.0190000000000001,10.343,50.202,63.1,2,44
K08218.01,FALSE POSITIVE,,264.63653999999997,190.9169,2455023.917,1.247,42.77,431.8,0.267,0.00031,42.55,0.8640000000000001,83.16,376.0,4.75,10.47,0.293,0.31,0.0,0.0,6564.0,4.198,-0.18,1.4609999999999999,1.235,4.075,7.257999999999999,28.2,1,5
K02977.01,CONFIRMED,Kepler-1398 b,2.7881793,131.84558,2454964.846,0.057999999999999996,3.397,55.8,0.006999999999999999,0.6169,1.02,0.039,89.47,1510.0,1228.07,6.329,0.405,0.264,0.0,0.0,5758.0,4.168,0.12,1.385,1.0290000000000001,3.323,14.879000000000001,17.7,2,483
K02977.02,CONFIRMED,Kepler-1398 c,4.13827684,133.2285,2454966.2290000003,0.499,3.449,63.8,0.006999999999999999,0.57705,1.13,0.051,86.45,1324.0,725.53,8.05,0.405,0.264,0.0,0.0,5758.0,4.168,0.12,1.385,1.0290000000000001,3.485,13.561,16.8,2,289
K05865.01,FALSE POSITIVE,,35.87269179999999,131.5668,2454964.567,0.963,4.402,916.3,0.037000000000000005,0.20545,62.51,0.29600000000000004,87.71,1670.0,1837.31,24.1,0.435,0.24100000000000002,0.0,0.0,5254.0,2.494,-0.5,15.369000000000002,2.687,4.276,12.905,24.6,1,40
K00538.01,CONFIRMED,Kepler-593 b,21.21712312,171.64936,2455004.649,0.89,5.89,636.0,0.027000000000000003,0.11832999999999999,2.97,0.151,86.39,706.0,58.63,14.12,0.315,0.303,0.0,0.0,6191.0,4.438,-0.24,1.0070000000000001,1.01,8.495,43.696000000000005,56.2,1,62
K07408.01,CANDIDATE,,5.15998178,132.69545,2454965.695,1.306,3.3560000000000003,412.4,0.327,0.01975,19.07,0.048,64.45,574.0,25.63,3.03,0.508,0.22399999999999998,0.0,0.0,3900.0,4.727,-0.1,0.534,0.555,4.013,9.574,9.9,1,261
K03326.01,FALSE POSITIVE,,14.77820911,144.09725,2454977.097,1.258,5.395,10774.0,0.389,0.16510999999999998,44.48,0.122,84.18,809.0,101.07,12.4,0.319,0.302,0.0,0.0,6258.0,4.442,-0.12,1.046,1.102,52.7,149.512,123.1,1,37
K08041.01,FALSE POSITIVE,,7.508817999999999,138.655,2454971.655,0.025,6.5,70.1,0.008,0.2369,1.02,0.076,89.84,1107.0,354.74,8.9,0.315,0.303,0.0,0.0,6293.0,4.291,-0.2,1.213,1.045,4.137,8.863,7.4,1,144
K02712.01,CANDIDATE,,7.50790041,138.7047,2454971.705,0.795,5.646,145.0,0.012,0.08891,1.77,0.083,82.89,1138.0,396.33,6.42,0.307,0.317,0.0,0.0,6408.0,4.309,0.3,1.337,1.329,5.933,25.747,11.9,1,144
K08219.01,FALSE POSITIVE,,115.28415,219.612,2455052.6119999997,0.39,11.39,415.1,0.019,0.54848,2.05,0.465,89.69,374.0,4.63,72.8,0.40399999999999997,0.262,0.0,0.0,5780.0,4.438,0.0,1.0,1.0,9.841000000000001,10.04,9.5,1,3
K06234.01,FALSE POSITIVE,,2.37795507,132.557333,2454965.557,1.298,2.4329,4391.1,0.371,0.14862,92.61,0.046,68.49,2965.0,18261.57,3.54,0.21,0.29100000000000004,0.0,0.0,9565.0,4.088,0.07,2.286,2.335,150.996,1791.9779999999998,257.5,1,447
K00346.01,CONFIRMED,Kepler-532 b,12.92489803,170.78679,2455003.787,0.768,2.6811,959.0,0.031,1.84274,2.62,0.10099999999999999,88.26,620.0,34.95,25.3,0.568,0.153,0.0,0.0,5103.0,4.584,0.0,0.768,0.825,13.085999999999999,77.715,49.5,1,86
K01418.01,FALSE POSITIVE,,8.344104633,361.839209,2455194.839,10.047,1.8014,9695.0,9.139,32.39087,836.31,0.079,78.22,785.0,89.55,49.2,0.46,0.22899999999999998,0.0,0.0,5447.0,4.559,0.06,0.838,0.9279999999999999,23.695999999999998,154.93,89.7,1,104
K02885.01,FALSE POSITIVE,,20.2340219,141.38622,2454974.386,0.249,3.674,193.6,0.013000000000000001,3.25827,0.99,0.134,89.66,562.0,23.53,41.3,0.39799999999999996,0.267,0.0,0.0,5528.0,4.627,-0.56,0.71,0.7879999999999999,3.9219999999999997,10.149,11.5,1,32
K02333.01,CONFIRMED,Kepler-380 b,3.93083997,135.19393,2454968.194,0.222,2.932,101.4,0.009000000000000001,1.26261,1.2,0.049,88.74,1317.0,711.45,10.1,0.345,0.292,0.0,0.0,6038.0,4.284,-0.16,1.1909999999999998,0.995,4.805,18.521,22.0,2,340
K02333.02,CONFIRMED,Kepler-380 c,7.63008196,137.07948000000002,2454970.079,0.628,2.78,124.0,0.011000000000000001,1.49302,1.39,0.076,87.84,1056.0,293.67,16.62,0.345,0.292,0.0,0.0,6038.0,4.284,-0.16,1.1909999999999998,0.995,3.319,15.944,18.6,2,163
K01426.01,CONFIRMED,Kepler-297 b,38.86848956,171.30369,2455004.304,0.027999999999999997,6.0573,1004.9,0.028999999999999998,1.60443,2.81,0.212,89.97,509.0,15.89,50.413999999999994,0.434,0.243,0.0,0.0,5618.0,4.46,-0.22,0.897,0.846,14.102,55.26,73.4,3,36
K01426.02,CONFIRMED,Kepler-297 c,74.92768653,124.99266000000001,2454957.9930000002,0.7959999999999999,4.74,4119.2,0.065,2.10576,6.39,0.32899999999999996,89.47,409.0,6.62,85.5,0.434,0.243,0.0,0.0,5618.0,4.46,-0.22,0.897,0.846,45.833999999999996,135.41299999999998,161.5,3,14
K01426.03,CANDIDATE,,150.01895109999998,224.68571400000002,2455057.6859999998,1.252,4.3823,4319.7,0.33299999999999996,1.42611,32.6,0.523,89.4,325.0,2.62,119.3,0.434,0.243,0.0,0.0,5618.0,4.46,-0.22,0.897,0.846,37.903,92.36399999999999,106.2,3,10
K08220.01,FALSE POSITIVE,,423.73074,548.9392,2455381.9390000002,0.37,19.4,834.9,0.027000000000000003,0.42973999999999996,2.48,1.085,89.87,225.0,0.6,159.8,0.39299999999999996,0.268,0.0,0.0,5743.0,4.553,-0.14,0.853,0.9490000000000001,4.863,7.611000000000001,12.1,1,3
K04442.01,CANDIDATE,,13.9482197,132.7505,2454965.751,0.19699999999999998,7.686,119.4,0.01,0.25256999999999996,2.53,0.12300000000000001,89.18,1063.0,301.8,13.75,0.455,0.233,0.0,0.0,5529.0,3.8080000000000003,0.14,2.346,1.291,3.052,11.344000000000001,14.5,1,76
K07409.01,FALSE POSITIVE,,4.446459958,135.73011100000002,2454968.73,1.2770000000000001,2.5580000000000003,5663.8,0.371,0.29236999999999996,36.15,0.052000000000000005,79.07,1030.0,265.42,6.74,0.45299999999999996,0.233,0.0,0.0,5615.0,4.504,-0.02,0.893,0.929,53.643,349.874,178.3,1,239
K02485.01,CONFIRMED,Kepler-1254 b,9.99115241,134.39335,2454967.393,0.691,2.657,391.7,0.019,1.8951200000000001,1.68,0.083,88.16,660.0,44.77,21.5,0.638,0.102,0.0,0.0,4838.0,4.524,0.18,0.7959999999999999,0.7709999999999999,3.156,13.292,16.7,3,102
K02485.02,CONFIRMED,Kepler-1254 c,3.60082855,134.037,2454967.037,0.395,1.9380000000000002,296.3,0.016,3.43025,1.36,0.042,88.3,927.0,174.45,13.3,0.638,0.102,0.0,0.0,4838.0,4.524,0.18,0.7959999999999999,0.7709999999999999,4.166,14.515999999999998,17.9,3,296
K02485.03,CONFIRMED,Kepler-1254 d,5.72716067,133.96409,2454966.964,0.447,2.23,310.9,0.016,3.31866,1.4,0.057999999999999996,88.57,794.0,93.96,17.92,0.638,0.102,0.0,0.0,4838.0,4.524,0.18,0.7959999999999999,0.7709999999999999,3.635,12.833,16.0,3,171
K03371.01,CANDIDATE,,58.126377500000004,163.11687,2454996.117,0.016,4.018,271.5,0.015,7.8967600000000004,1.32,0.287,89.99,404.0,6.28,112.14,0.46,0.22899999999999998,0.0,0.0,5413.0,4.579,0.07,0.82,0.9309999999999999,4.927,10.819,13.8,2,19
K03371.02,CONFIRMED,Kepler-1482 b,12.25384348,143.70549,2454976.705,0.441,2.373,147.7,0.011000000000000001,5.83094,1.0,0.102,89.3,678.0,50.05,35.9,0.46,0.22899999999999998,0.0,0.0,5413.0,4.579,0.07,0.82,0.9309999999999999,3.727,10.145,12.3,2,84
K01419.01,FALSE POSITIVE,,1.336109338,178.25878600000001,2455011.259,1.28,1.7419,2204.3,0.33299999999999996,0.17315999999999998,35.19,0.024,59.7,1727.0,2106.49,2.54,0.33399999999999996,0.29600000000000004,0.0,0.0,6119.0,4.46,-0.3,0.9670000000000001,0.982,9.137,79.334,150.0,1,767
K01863.01,CANDIDATE,,33.7888028,153.65384,2454986.654,0.078,5.496,649.2,0.023,1.8237400000000001,2.71,0.213,89.91,611.0,33.01,47.92,0.324,0.303,0.0,0.0,6202.0,4.436,-0.02,1.062,1.122,8.68,31.054000000000002,36.0,1,30
K02792.01,CONFIRMED,Kepler-1349 b,2.12821621,132.48055,2454965.481,0.098,3.1460000000000004,25.9,0.005,0.58726,0.7,0.034,88.92,1668.0,1831.55,5.2,0.36700000000000005,0.28600000000000003,0.0,0.0,5952.0,4.227,0.18,1.3769999999999998,1.168,6.2860000000000005,17.564,22.1,1,498
K02898.01,CONFIRMED,Kepler-1381 b,25.384175,137.77326000000002,2454970.773,0.245,3.576,594.0,0.022000000000000002,4.58247,2.44,0.17300000000000001,89.74,649.0,42.01,53.84,0.319,0.302,0.0,0.0,6137.0,4.471,-0.12,0.9940000000000001,1.067,4.226,12.574000000000002,15.8,1,41
K01427.01,CONFIRMED,Kepler-844 b,2.613020421,133.11283,2454966.113,0.8909999999999999,1.9588,599.7,0.027000000000000003,0.408,1.5,0.03,80.29,713.0,61.24,5.28,0.46399999999999997,0.259,0.0,0.0,3883.0,4.725,-0.24,0.517,0.516,4.669,26.91,31.1,2,408
K01427.02,CANDIDATE,,4.88446644,135.24743999999998,2454968.247,0.7759999999999999,2.057,221.0,0.015,1.3387,0.84,0.045,86.27,579.0,26.5,11.91,0.46399999999999997,0.259,0.0,0.0,3883.0,4.725,-0.24,0.517,0.516,3.372,8.39,9.1,2,209
